Latitude (decimal degrees):	54.251
Longitude (decimal degrees):	-1.437
Elevation (m):	28
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	2200.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230104:1111,928356.0,486.32,11.97,10.21,9.17,0.0
20230104:1211,990550.0,518.03,13.02,10.34,9.45,0.0
20230104:1311,869682.0,456.55,11.92,10.35,9.17,0.0
20230104:1411,547844.0,294.88,8.76,10.18,8.83,0.0
20230104:1511,235862.0,140.26,3.81,9.84,8.55,0.0
20230104:1611,0.0,0.0,0.0,9.6,8.34,0.0
20230104:1711,0.0,0.0,0.0,9.82,8.14,0.0
20230104:1811,0.0,0.0,0.0,9.78,7.79,0.0
20230104:1911,0.0,0.0,0.0,9.85,7.52,0.0
20230104:2011,0.0,0.0,0.0,9.77,7.31,0.0
20230104:2111,0.0,0.0,0.0,9.74,7.17,0.0
20230104:2211,0.0,0.0,0.0,9.65,6.97,0.0
20230104:2311,0.0,0.0,0.0,9.53,6.62,0.0
20230105:0011,0.0,0.0,0.0,9.27,6.14,0.0
20230105:0111,0.0,0.0,0.0,9.27,5.79,0.0
20230105:0211,0.0,0.0,0.0,9.37,5.31,0.0
20230105:0311,0.0,0.0,0.0,9.37,4.76,0.0
20230105:0411,0.0,0.0,0.0,9.28,4.21,0.0
20230105:0511,0.0,0.0,0.0,9.08,3.66,0.0
20230105:0611,0.0,0.0,0.0,8.84,3.45,0.0
20230105:0711,0.0,0.0,0.0,8.84,2.9,0.0
20230105:0811,0.0,0.0,0.0,8.76,2.97,0.0
20230105:0911,23892.0,24.41,3.99,8.67,2.97,0.0
20230105:1011,57222.0,44.58,8.93,8.75,3.03,0.0
20230105:1111,36564.0,32.45,12.06,9.02,3.31,0.0
20230105:1211,237292.0,139.59,13.13,9.28,4.0,0.0
20230105:1311,53482.0,42.65,12.04,9.71,4.41,0.0
20230105:1411,40810.0,35.23,8.9,10.64,4.9,0.0
20230105:1511,2442.0,8.34,3.95,10.85,5.03,0.0
20230105:1611,0.0,0.0,0.0,10.64,5.38,0.0
20230105:1711,0.0,0.0,0.0,10.28,5.86,0.0
20230105:1811,0.0,0.0,0.0,10.39,6.28,0.0
20230105:1911,0.0,0.0,0.0,10.65,6.62,0.0
20230105:2011,0.0,0.0,0.0,10.92,7.24,0.0
20230105:2111,0.0,0.0,0.0,11.09,7.45,0.0
20230105:2211,0.0,0.0,0.0,10.67,7.03,0.0
20230105:2311,0.0,0.0,0.0,9.2,6.69,0.0
20230106:0011,0.0,0.0,0.0,7.77,5.79,0.0
20230106:0111,0.0,0.0,0.0,7.58,5.93,0.0
20230106:0211,0.0,0.0,0.0,7.48,6.48,0.0
20230106:0311,0.0,0.0,0.0,7.04,6.55,0.0
20230106:0411,0.0,0.0,0.0,6.87,6.62,0.0
20230106:0511,0.0,0.0,0.0,6.76,6.97,0.0
20230106:0611,0.0,0.0,0.0,6.69,7.03,0.0
20230106:0711,0.0,0.0,0.0,6.99,7.24,0.0
20230106:0811,0.0,0.0,0.0,6.98,7.24,0.0
20230106:0911,0.0,5.56,4.05,7.01,6.9,0.0
20230106:1011,35376.0,31.52,9.01,7.45,6.55,0.0
20230106:1111,33770.0,30.59,12.16,8.08,6.28,0.0
20230106:1211,168674.0,104.33,13.24,8.69,5.03,0.0
20230106:1311,85448.0,60.51,12.17,9.05,5.1,0.0
20230106:1411,7788.0,12.98,9.03,9.07,5.17,0.0
20230106:1511,26576.0,26.16,4.09,8.94,4.62,0.0
20230106:1611,0.0,0.0,0.0,8.4,4.21,0.0
20230106:1711,0.0,0.0,0.0,7.64,4.21,0.0
20230106:1811,0.0,0.0,0.0,7.7,4.76,0.0
20230106:1911,0.0,0.0,0.0,7.77,4.83,0.0
20230106:2011,0.0,0.0,0.0,7.52,5.17,0.0
20230106:2111,0.0,0.0,0.0,7.71,5.38,0.0
20230106:2211,0.0,0.0,0.0,8.47,5.72,0.0
20230106:2311,0.0,0.0,0.0,9.64,5.72,0.0
20230107:0011,0.0,0.0,0.0,10.76,6.34,0.0
20230107:0111,0.0,0.0,0.0,11.22,6.62,0.0
20230107:0211,0.0,0.0,0.0,11.12,7.24,0.0
20230107:0311,0.0,0.0,0.0,10.98,7.86,0.0
20230107:0411,0.0,0.0,0.0,11.03,8.28,0.0
20230107:0511,0.0,0.0,0.0,11.05,8.62,0.0
20230107:0611,0.0,0.0,0.0,10.92,8.9,0.0
20230107:0711,0.0,0.0,0.0,10.96,8.34,0.0
20230107:0811,0.0,0.0,0.0,10.73,8.62,0.0
20230107:0911,5478.0,11.13,4.13,10.4,8.55,0.0
20230107:1011,12562.0,16.69,9.1,10.16,8.0,0.0
20230107:1111,24706.0,25.03,12.26,10.01,7.52,0.0
20230107:1211,952072.0,500.81,13.37,9.97,6.76,0.0
20230107:1311,982388.0,518.11,12.31,10.21,6.34,0.0
20230107:1411,511412.0,277.65,9.18,10.15,6.07,0.0
20230107:1511,70444.0,52.3,4.24,9.43,5.38,0.0
20230107:1611,0.0,0.0,0.0,8.68,5.59,0.0
20230107:1711,0.0,0.0,0.0,7.94,6.21,0.0
20230107:1811,0.0,0.0,0.0,7.73,6.21,0.0
20230107:1911,0.0,0.0,0.0,7.88,5.52,0.0
20230107:2011,0.0,0.0,0.0,7.25,5.45,0.0
20230107:2111,0.0,0.0,0.0,6.56,6.0,0.0
20230107:2211,0.0,0.0,0.0,6.28,6.97,0.0
20230107:2311,0.0,0.0,0.0,6.42,7.31,0.0
20230108:0011,0.0,0.0,0.0,6.69,7.38,0.0
20230108:0111,0.0,0.0,0.0,7.16,7.59,0.0
20230108:0211,0.0,0.0,0.0,7.1,7.17,0.0
20230108:0311,0.0,0.0,0.0,7.18,6.69,0.0
20230108:0411,0.0,0.0,0.0,7.28,6.21,0.0
20230108:0511,0.0,0.0,0.0,7.19,5.72,0.0
20230108:0611,0.0,0.0,0.0,7.02,5.17,0.0
20230108:0711,0.0,0.0,0.0,6.31,4.83,0.0
20230108:0811,0.0,0.0,0.0,5.98,4.97,0.0
20230108:0911,7964.0,12.98,4.2,5.66,5.17,0.0
20230108:1011,322784.0,179.85,9.19,6.06,5.38,0.0
20230108:1111,236280.0,137.24,12.38,6.5,5.72,0.0
20230108:1211,321090.0,179.31,13.5,6.76,6.83,0.0
20230108:1311,37004.0,32.45,12.45,6.99,6.69,0.0
20230108:1411,158334.0,97.78,9.33,6.4,6.28,0.0
20230108:1511,114510.0,75.49,4.4,6.17,6.07,0.0
20230108:1611,0.0,0.0,0.0,5.59,4.97,0.0
20230108:1711,0.0,0.0,0.0,5.32,4.34,0.0
20230108:1811,0.0,0.0,0.0,4.43,4.07,0.0
20230108:1911,0.0,0.0,0.0,4.26,4.07,0.0
20230108:2011,0.0,0.0,0.0,4.21,4.28,0.0
20230108:2111,0.0,0.0,0.0,4.17,4.48,0.0
20230108:2211,0.0,0.0,0.0,4.2,4.9,0.0
20230108:2311,0.0,0.0,0.0,4.55,4.9,0.0
20230109:0011,0.0,0.0,0.0,4.97,4.55,0.0
20230109:0111,0.0,0.0,0.0,5.25,4.0,0.0
20230109:0211,0.0,0.0,0.0,5.29,3.86,0.0
20230109:0311,0.0,0.0,0.0,5.24,3.86,0.0
20230109:0411,0.0,0.0,0.0,5.26,3.86,0.0
20230109:0511,0.0,0.0,0.0,5.17,3.59,0.0
20230109:0611,0.0,0.0,0.0,5.18,3.45,0.0
20230109:0711,0.0,0.0,0.0,5.53,4.14,0.0
20230109:0811,0.0,0.0,0.0,5.26,4.21,0.0
20230109:0911,28050.0,26.75,4.29,5.22,4.62,0.0
20230109:1011,168190.0,102.57,9.3,5.63,4.97,0.0
20230109:1111,904596.0,470.53,12.5,6.18,5.38,0.0
20230109:1211,1056902.0,550.39,13.64,6.59,5.24,0.0
20230109:1311,975898.0,506.14,12.6,6.68,6.55,0.0
20230109:1411,618772.0,326.46,9.49,6.65,6.83,0.0
20230109:1511,223938.0,132.15,4.57,6.47,6.21,0.0
20230109:1611,0.0,0.0,0.0,6.12,6.21,0.0
20230109:1711,0.0,0.0,0.0,5.92,6.28,0.0
20230109:1811,0.0,0.0,0.0,6.04,6.41,0.0
20230109:1911,0.0,0.0,0.0,6.04,6.0,0.0
20230109:2011,0.0,0.0,0.0,6.2,5.66,0.0
20230109:2111,0.0,0.0,0.0,6.09,5.38,0.0
20230109:2211,0.0,0.0,0.0,5.85,5.45,0.0
20230109:2311,0.0,0.0,0.0,5.91,5.38,0.0
20230110:0011,0.0,0.0,0.0,5.62,4.9,0.0
20230110:0111,0.0,0.0,0.0,5.24,4.14,0.0
20230110:0211,0.0,0.0,0.0,4.97,3.59,0.0
20230110:0311,0.0,0.0,0.0,4.81,3.52,0.0
20230110:0411,0.0,0.0,0.0,4.72,3.38,0.0
20230110:0511,0.0,0.0,0.0,4.42,3.59,0.0
20230110:0611,0.0,0.0,0.0,4.49,3.79,0.0
20230110:0711,0.0,0.0,0.0,4.63,4.41,0.0
20230110:0811,0.0,0.0,0.0,4.74,5.1,0.0
20230110:0911,2596.0,8.34,4.38,4.67,6.69,0.0
20230110:1011,19712.0,21.32,9.41,4.82,7.38,0.0
20230110:1111,38786.0,33.38,12.63,5.73,7.24,0.0
20230110:1211,65758.0,49.14,13.78,6.72,6.48,0.0
20230110:1311,63690.0,48.21,12.76,8.01,6.14,0.0
20230110:1411,32032.0,29.67,9.66,9.4,5.79,0.0
20230110:1511,12496.0,16.69,4.74,10.87,6.34,0.0
20230110:1611,0.0,0.0,0.0,11.7,7.52,0.0
20230110:1711,0.0,0.0,0.0,11.91,8.14,0.0
20230110:1811,0.0,0.0,0.0,12.03,8.62,0.0
20230110:1911,0.0,0.0,0.0,12.17,9.59,0.0
20230110:2011,0.0,0.0,0.0,11.42,9.45,0.0
20230110:2111,0.0,0.0,0.0,9.69,8.14,0.0
20230110:2211,0.0,0.0,0.0,9.31,7.66,0.0
20230110:2311,0.0,0.0,0.0,8.64,7.79,0.0
20230111:0011,0.0,0.0,0.0,7.71,7.59,0.0
20230111:0111,0.0,0.0,0.0,7.14,7.31,0.0
20230111:0211,0.0,0.0,0.0,6.6,6.97,0.0
20230111:0311,0.0,0.0,0.0,6.5,7.24,0.0
20230111:0411,0.0,0.0,0.0,6.67,7.38,0.0
20230111:0511,0.0,0.0,0.0,6.46,7.24,0.0
20230111:0611,0.0,0.0,0.0,6.51,7.24,0.0
20230111:0711,0.0,0.0,0.0,6.63,7.31,0.0
20230111:0811,0.0,0.0,0.0,6.72,7.59,0.0
20230111:0911,196372.0,118.2,4.49,6.59,7.66,0.0
20230111:1011,459184.0,247.42,9.53,7.01,8.0,0.0
20230111:1111,962346.0,499.17,12.76,7.44,7.86,0.0
20230111:1211,944526.0,491.99,13.93,7.79,6.9,0.0
20230111:1311,106546.0,71.52,12.93,7.34,6.83,0.0
20230111:1411,11550.0,15.76,9.83,6.74,6.83,0.0
20230111:1511,60698.0,46.15,4.91,6.35,6.83,0.0
20230111:1611,0.0,0.0,0.0,5.61,6.76,0.0
20230111:1711,0.0,0.0,0.0,5.2,6.21,0.0
20230111:1811,0.0,0.0,0.0,5.19,6.14,0.0
20230111:1911,0.0,0.0,0.0,5.83,6.41,0.0
20230111:2011,0.0,0.0,0.0,5.84,6.48,0.0
20230111:2111,0.0,0.0,0.0,5.92,6.14,0.0
20230111:2211,0.0,0.0,0.0,6.0,5.86,0.0
20230111:2311,0.0,0.0,0.0,6.18,5.24,0.0
20230112:0011,0.0,0.0,0.0,6.66,4.34,0.0
20230112:0111,0.0,0.0,0.0,7.01,3.72,0.0
20230112:0211,0.0,0.0,0.0,7.37,2.55,0.0
20230112:0311,0.0,0.0,0.0,8.15,3.72,0.0
20230112:0411,0.0,0.0,0.0,8.35,5.03,0.0
20230112:0511,0.0,0.0,0.0,8.27,4.76,0.0
20230112:0611,0.0,0.0,0.0,8.41,4.34,0.0
20230112:0711,0.0,0.0,0.0,7.23,3.31,0.0
20230112:0811,0.0,0.0,0.0,6.63,2.41,0.0
20230112:0911,44704.0,37.06,4.59,6.76,2.97,0.0
20230112:1011,88330.0,61.89,9.65,8.39,3.93,0.0
20230112:1111,55132.0,43.57,12.91,9.5,5.03,0.0
20230112:1211,104566.0,71.3,14.09,10.38,7.03,0.0
20230112:1311,42482.0,36.16,13.1,10.09,8.28,0.0
20230112:1411,690118.0,364.22,10.01,8.63,8.21,0.0
20230112:1511,227810.0,134.44,5.1,7.74,8.41,0.0
20230112:1611,0.0,0.0,0.0,6.95,8.76,0.0
20230112:1711,0.0,0.0,0.0,6.75,8.97,0.0
20230112:1811,0.0,0.0,0.0,6.5,9.38,0.0
20230112:1911,0.0,0.0,0.0,7.22,9.93,0.0
20230112:2011,0.0,0.0,0.0,7.18,10.76,0.0
20230112:2111,0.0,0.0,0.0,7.12,11.17,0.0
20230112:2211,0.0,0.0,0.0,6.63,11.66,0.0
20230112:2311,0.0,0.0,0.0,5.67,11.31,0.0
20230113:0011,0.0,0.0,0.0,5.21,10.9,0.0
20230113:0111,0.0,0.0,0.0,5.77,10.97,0.0
20230113:0211,0.0,0.0,0.0,6.27,11.1,0.0
20230113:0311,0.0,0.0,0.0,6.52,10.83,0.0
20230113:0411,0.0,0.0,0.0,6.52,10.62,0.0
20230113:0511,0.0,0.0,0.0,6.67,10.41,0.0
20230113:0611,0.0,0.0,0.0,6.67,10.0,0.0
20230113:0711,0.0,0.0,0.0,7.06,9.52,0.0
20230113:0811,0.0,0.0,0.0,6.91,9.1,0.0
20230113:0911,73502.0,53.44,4.71,6.77,8.62,0.0
20230113:1011,544324.0,289.5,9.78,7.11,8.28,0.0
20230113:1111,1104752.0,572.58,13.06,7.58,8.0,0.0
20230113:1211,746504.0,391.04,14.26,7.76,7.24,0.0
20230113:1311,692956.0,364.09,13.27,7.91,7.79,0.0
20230113:1411,125554.0,81.36,10.2,7.78,7.66,0.0
20230113:1511,344806.0,193.52,5.28,7.4,6.83,0.0
20230113:1611,0.0,0.0,0.0,7.09,6.55,0.0
20230113:1711,0.0,0.0,0.0,6.45,6.34,0.0
20230113:1811,0.0,0.0,0.0,5.98,6.55,0.0
20230113:1911,0.0,0.0,0.0,6.13,5.52,0.0
20230113:2011,0.0,0.0,0.0,5.8,4.69,0.0
20230113:2111,0.0,0.0,0.0,5.62,4.14,0.0
20230113:2211,0.0,0.0,0.0,5.44,3.59,0.0
20230113:2311,0.0,0.0,0.0,4.94,3.38,0.0
20230114:0011,0.0,0.0,0.0,4.63,3.79,0.0
20230114:0111,0.0,0.0,0.0,4.68,4.48,0.0
20230114:0211,0.0,0.0,0.0,4.95,5.31,0.0
20230114:0311,0.0,0.0,0.0,5.75,6.34,0.0
20230114:0411,0.0,0.0,0.0,6.42,6.97,0.0
20230114:0511,0.0,0.0,0.0,6.59,6.97,0.0
20230114:0611,0.0,0.0,0.0,6.77,6.76,0.0
20230114:0711,0.0,0.0,0.0,7.97,5.86,0.0
20230114:0811,0.0,0.0,0.0,8.38,4.83,0.0
20230114:0911,16588.0,19.47,4.83,8.62,4.69,0.0
20230114:1011,125752.0,81.71,9.92,8.25,5.66,0.0
20230114:1111,1111682.0,579.22,13.22,7.69,6.55,0.0
20230114:1211,1209516.0,626.93,14.43,7.23,7.45,0.0
20230114:1311,1028764.0,531.15,13.46,6.5,7.59,0.0
20230114:1411,790284.0,409.9,10.39,5.78,7.66,0.0
20230114:1511,443234.0,240.28,5.48,5.1,8.07,0.0
20230114:1611,0.0,0.0,0.0,4.58,7.79,0.0
20230114:1711,0.0,0.0,0.0,4.45,8.0,0.0
20230114:1811,0.0,0.0,0.0,4.25,8.21,0.0
20230114:1911,0.0,0.0,0.0,4.3,8.76,0.0
20230114:2011,0.0,0.0,0.0,4.44,9.31,0.0
20230114:2111,0.0,0.0,0.0,4.59,9.72,0.0
20230114:2211,0.0,0.0,0.0,4.43,10.21,0.0
20230114:2311,0.0,0.0,0.0,4.23,10.69,0.0
20230115:0011,0.0,0.0,0.0,4.0,10.76,0.0
20230115:0111,0.0,0.0,0.0,3.96,10.69,0.0
20230115:0211,0.0,0.0,0.0,3.87,10.9,0.0
20230115:0311,0.0,0.0,0.0,3.72,11.03,0.0
20230115:0411,0.0,0.0,0.0,3.51,10.97,0.0
20230115:0511,0.0,0.0,0.0,3.08,10.21,0.0
20230115:0611,0.0,0.0,0.0,2.98,9.03,0.0
20230115:0711,0.0,0.0,0.0,3.44,7.1,0.0
20230115:0811,0.0,0.0,0.0,3.88,5.66,0.0
20230115:0911,293414.0,166.25,4.96,4.27,4.76,0.0
20230115:1011,553124.0,293.05,10.07,4.78,4.41,0.0
20230115:1111,1103872.0,575.81,13.38,5.48,4.14,0.0
20230115:1211,1161688.0,610.2,14.61,6.18,3.66,0.0
20230115:1311,1091904.0,573.41,13.65,6.46,3.72,0.0
20230115:1411,588632.0,313.7,10.58,6.42,3.45,0.0
20230115:1511,102872.0,69.18,5.68,5.86,3.03,0.0
20230115:1611,0.0,0.0,0.0,4.68,2.9,0.0
20230115:1711,0.0,0.0,0.0,3.7,2.55,0.0
20230115:1811,0.0,0.0,0.0,2.86,2.07,0.0
20230115:1911,0.0,0.0,0.0,1.51,1.72,0.0
20230115:2011,0.0,0.0,0.0,0.55,1.66,0.0
20230115:2111,0.0,0.0,0.0,-0.25,1.79,0.0
20230115:2211,0.0,0.0,0.0,-0.42,1.59,0.0
20230115:2311,0.0,0.0,0.0,0.24,1.03,0.0
20230116:0011,0.0,0.0,0.0,0.82,0.48,0.0
20230116:0111,0.0,0.0,0.0,-0.73,1.24,0.0
20230116:0211,0.0,0.0,0.0,-1.48,1.79,0.0
20230116:0311,0.0,0.0,0.0,-1.36,2.14,0.0
20230116:0411,0.0,0.0,0.0,-0.27,2.76,0.0
20230116:0511,0.0,0.0,0.0,0.1,3.31,0.0
20230116:0611,0.0,0.0,0.0,0.3,3.66,0.0
20230116:0711,0.0,0.0,0.0,-0.2,4.0,0.0
20230116:0811,0.0,0.0,0.0,0.13,4.83,0.0
20230116:0911,62304.0,46.08,5.09,0.47,5.59,0.0
20230116:1011,147334.0,90.32,10.22,0.77,4.83,0.0
20230116:1111,595386.0,308.0,13.55,0.86,4.69,0.0
20230116:1211,1225444.0,624.43,14.8,1.08,4.9,0.0
20230116:1311,1191476.0,608.29,13.85,1.15,4.55,0.0
20230116:1411,917928.0,470.65,10.79,1.02,3.72,0.0
20230116:1511,386628.0,209.23,5.88,0.46,3.52,0.0
20230116:1611,0.0,0.0,0.0,-0.81,3.24,0.0
20230116:1711,0.0,0.0,0.0,-2.02,2.97,0.0
20230116:1811,0.0,0.0,0.0,-2.62,2.9,0.0
20230116:1911,0.0,0.0,0.0,-2.97,2.62,0.0
20230116:2011,0.0,0.0,0.0,-3.25,2.55,0.0
20230116:2111,0.0,0.0,0.0,-3.46,2.55,0.0
20230116:2211,0.0,0.0,0.0,-3.63,2.48,0.0
20230116:2311,0.0,0.0,0.0,-3.86,2.41,0.0
20230117:0011,0.0,0.0,0.0,-4.05,2.41,0.0
20230117:0111,0.0,0.0,0.0,-4.21,2.41,0.0
20230117:0211,0.0,0.0,0.0,-4.35,2.34,0.0
20230117:0311,0.0,0.0,0.0,-4.48,2.41,0.0
20230117:0411,0.0,0.0,0.0,-4.39,2.55,0.0
20230117:0511,0.0,0.0,0.0,-4.2,2.69,0.0
20230117:0611,0.0,0.0,0.0,-3.99,2.76,0.0
20230117:0711,0.0,0.0,0.0,-4.04,2.76,0.0
20230117:0811,0.0,0.0,0.0,-4.0,2.76,0.0
20230117:0911,413886.0,220.03,5.24,-3.74,2.69,0.0
20230117:1011,516758.0,268.24,10.38,-2.16,2.69,0.0
20230117:1111,1101826.0,564.34,13.73,-0.27,2.83,0.0
20230117:1211,1260754.0,649.65,14.99,0.89,3.24,0.0
20230117:1311,1196756.0,617.01,14.05,1.58,3.38,0.0
20230117:1411,983400.0,506.73,10.99,1.76,3.45,0.0
20230117:1511,475288.0,253.87,6.09,1.27,3.38,0.0
20230117:1611,0.0,0.0,0.0,0.0,3.31,0.0
20230117:1711,0.0,0.0,0.0,-1.05,3.45,0.0
20230117:1811,0.0,0.0,0.0,-1.39,3.66,0.0
20230117:1911,0.0,0.0,0.0,-1.09,3.72,0.0
20230117:2011,0.0,0.0,0.0,-0.82,3.79,0.0
20230117:2111,0.0,0.0,0.0,-0.67,3.79,0.0
20230117:2211,0.0,0.0,0.0,-0.48,3.86,0.0
20230117:2311,0.0,0.0,0.0,-0.41,3.79,0.0
20230118:0011,0.0,0.0,0.0,-0.58,3.79,0.0
20230118:0111,0.0,0.0,0.0,-0.41,4.0,0.0
20230118:0211,0.0,0.0,0.0,-0.45,4.21,0.0
20230118:0311,0.0,0.0,0.0,-0.31,4.41,0.0
20230118:0411,0.0,0.0,0.0,-0.11,4.55,0.0
20230118:0511,0.0,0.0,0.0,0.19,4.55,0.0
20230118:0611,0.0,0.0,0.0,0.62,4.62,0.0
20230118:0711,0.0,0.0,0.0,0.46,5.1,0.0
20230118:0811,0.0,0.0,0.0,0.49,5.03,0.0
20230118:0911,455598.0,243.42,5.39,0.45,4.97,0.0
20230118:1011,797654.0,408.24,10.55,1.18,5.17,0.0
20230118:1111,1101210.0,563.22,13.91,2.28,5.03,0.0
20230118:1211,1207888.0,622.22,15.19,3.03,4.55,0.0
20230118:1311,1158630.0,596.88,14.26,3.51,4.83,0.0
20230118:1411,764170.0,395.62,11.21,3.61,5.1,0.0
20230118:1511,521004.0,277.97,6.3,3.27,4.69,0.0
20230118:1611,0.0,0.0,0.0,2.46,4.41,0.0
20230118:1711,0.0,0.0,0.0,1.73,4.34,0.0
20230118:1811,0.0,0.0,0.0,1.53,4.41,0.0
20230118:1911,0.0,0.0,0.0,1.46,3.93,0.0
20230118:2011,0.0,0.0,0.0,0.31,3.72,0.0
20230118:2111,0.0,0.0,0.0,-0.4,3.72,0.0
20230118:2211,0.0,0.0,0.0,-0.92,3.72,0.0
20230118:2311,0.0,0.0,0.0,-1.27,3.66,0.0
20230119:0011,0.0,0.0,0.0,-1.51,3.52,0.0
20230119:0111,0.0,0.0,0.0,-1.65,3.38,0.0
20230119:0211,0.0,0.0,0.0,-1.83,3.24,0.0
